Datetime,Open,High,Low,Close,Volume,returns,sma160,sma80,sma7,ADX,ATR,Momentum,rsi,Donchian,DonchianChange,Trend_prediction,predict,position_gb,strategy_gb,Signal
2024-04-30 11:30:00,3086.300048828125,3086.300048828125,3076.75,3082.5,12935,-0.0012150668286755595,3068.435307312012,3077.522497558594,3083.1357073102677,12.527134992008223,11.332981833496094,0.64990234375,50.53425399524164,41.64990234375,0.0,0,-0.0012150668286755595,,,0
2024-04-30 11:45:00,3082.5,3083.0,3079.0,3080.800048828125,4125,-0.0005514845650851363,3068.5778076171873,3077.9074981689455,3082.407156808036,12.316373232572731,10.599683650146485,2.449951171875,49.27202020028517,41.64990234375,0.0,0,-0.0005514845650851363,-1.0,0.0005514845650851363,0
2024-04-30 12:00:00,3082.0,3082.89990234375,3075.0,3076.85009765625,11764,-0.0012821186410255647,3068.812495422363,3078.4118743896483,3081.2714494977677,11.484815621989004,10.329705519506836,4.550048828125,46.37357881993749,41.64990234375,0.0,0,-0.0012821186410255647,-1.0,0.0012821186410255647,0
2024-04-30 12:15:00,3077.85009765625,3083.550048828125,3075.949951171875,3082.949951171875,4421,0.0019824994140180685,3069.0849945068358,3078.836248779297,3080.978585379464,10.812127185106135,10.056744733181151,0.75,51.15238962810933,41.64990234375,0.0,0,0.0019824994140180685,-1.0,-0.0019824994140180685,0
2024-04-30 12:30:00,3083.35009765625,3088.60009765625,3081.0,3088.0,12542,0.0016380573503003149,3069.391244506836,3079.389373779297,3081.921456473214,10.921790479437666,9.811080025488035,6.800048828125,54.74774714496849,41.64990234375,0.0,0,0.0016380573503003149,1.0,0.0016380573503003149,0
2024-04-30 12:45:00,3087.85009765625,3092.39990234375,3081.300048828125,3083.5,12616,-0.0014572538860103679,3069.699369812012,3079.8587493896484,3082.978585379464,11.514424742690576,9.939957374501732,11.0,51.13592391748054,41.64990234375,0.0,0,-0.0014572538860103679,1.0,-0.0014572538860103679,0
2024-04-30 13:00:00,3083.75,3083.89990234375,3073.0,3077.39990234375,20508,-0.001978303115372171,3069.988119506836,3080.276248168945,3081.714285714286,10.738888129290013,10.035951871426558,-17.60009765625,46.643692558355596,41.64990234375,0.0,0,-0.001978303115372171,-1.0,0.001978303115372171,0
2024-04-30 13:15:00,3077.699951171875,3083.0,3073.75,3081.550048828125,10444,0.0013485886189879004,3070.273432922363,3080.836248779297,3081.5785784040177,10.018746988275206,9.957356684283903,-13.39990234375,49.870274202534084,41.64990234375,0.0,0,0.0013485886189879004,-1.0,-0.0013485886189879004,0
2024-04-30 13:30:00,3082.800048828125,3082.800048828125,3078.10009765625,3080.60009765625,8181,-0.00030827056410664966,3070.5399963378904,3081.384375,3081.5500139508927,9.350044500190027,9.431616133043013,-5.2998046875,49.137795334463945,41.64990234375,0.0,0,-0.00030827056410664966,1.0,-0.00030827056410664966,0
2024-04-30 13:45:00,3080.60009765625,3081.0,3076.550048828125,3079.85009765625,7758,-0.00024345905869793683,3070.798434448242,3081.9050018310545,3081.978585379464,8.887213489424353,8.93344963692621,-4.949951171875,48.53172402310757,41.64990234375,0.0,0,-0.00024345905869793683,-1.0,0.00024345905869793683,0
