Datetime,Open,High,Low,Close,Volume,returns,dema160,sma160,sma80,sma7,pp,r1,r2,r3,s1,s2,s3,ADX,ATR,Momentum,rsi,Donchian,DonchianChange,Trend_prediction,predict,position_gb,strategy_gb,Signal
2024-05-17 13:45:00,2865.550048828125,2870.0,2865.0,2865.5,163601,-6.977393840312818e-05,2836.2395099037417,2820.3306274414062,2841.661251831055,2865.05712890625,2866.8333333333335,2868.666666666667,2871.8333333333335,2873.666666666667,2863.666666666667,2861.8333333333335,2858.666666666667,17.331871280073695,7.9225668661174,5.550048828125,61.14960462932631,45.25,0.0,0,-0.0006303575200226729,,,0
2024-05-17 14:00:00,2865.0,2871.60009765625,2865.0,2869.0,173396,0.0012214273250741314,2837.0329271134005,2820.753128051758,2842.089376831055,2865.6071428571427,2868.5333658854165,2872.066731770833,2875.1334635416665,2878.666829427083,2865.466634114583,2861.9332682291665,2858.866536458333,17.784043480610908,7.790319945130659,5.39990234375,63.487263977823375,45.25,0.0,0,-0.0006303575200226729,-1.0,-0.0012214273250741314,0
2024-05-17 14:15:00,2869.0,2871.050048828125,2865.25,2866.699951171875,187886,-0.0008016900760282608,2837.754898392245,2821.1553146362303,2842.448126220703,2865.9857003348216,2867.6666666666665,2870.083333333333,2873.4667154947915,2875.883382161458,2864.283284505208,2861.8666178385415,2858.483235677083,18.203917666824037,7.591292833430093,6.699951171875,60.89418755111878,37.300048828125,-0.17568952866022103,-1,-0.0006303575200226729,-1.0,0.0008016900760282608,0
2024-05-17 14:30:00,2866.89990234375,2870.050048828125,2865.14990234375,2869.449951171875,176014,0.0009592911873723686,2838.5314091793125,2821.5706268310546,2842.7118743896485,2866.828543526786,2868.2166341145835,2871.283365885417,2873.1167805989585,2876.183512369792,2866.383219401042,2863.3164876302085,2861.483072916667,18.574464870266574,7.322178198524584,11.64990234375,62.84803570058568,33.949951171875,-0.08981483299624948,-1,0.00039489255190710003,-1.0,-0.0009592911873723686,0
2024-05-17 14:45:00,2869.25,2871.60009765625,2867.199951171875,2868.300048828125,257022,-0.00040073964115683314,2839.265127240955,2822.001252746582,2843.0200012207033,2867.4714006696427,2869.0333658854165,2870.866780598958,2873.4335123697915,2875.266927083333,2866.466634114583,2864.6332194010415,2862.066487630208,19.111270097822764,7.029975027109626,4.900146484375,61.46513410712636,22.75,-0.3298959434484643,-1,-0.0008947604219732286,1.0,-0.00040073964115683314,0
2024-05-17 15:00:00,2868.35009765625,2874.0,2867.199951171875,2874.0,645919,0.001987222771273167,2840.125944136628,2822.4690658569334,2843.317501831055,2868.3785574776784,2871.7333170572915,2876.266682942708,2878.5333658854165,2883.066731770833,2869.466634114583,2864.9332682291665,2862.666585286458,19.902563377796668,7.006982407211163,10.64990234375,65.51570117914916,24.449951171875,0.07472312843406592,1,-0.00046959516702758106,-1.0,-0.001987222771273167,0
2024-05-17 15:15:00,2873.89990234375,2874.199951171875,2870.0,2870.0,503689,-0.0013917884481559062,2840.8719727683533,2822.993440246582,2843.5668762207033,2868.992850167411,2871.3999837239585,2872.799967447917,2875.5999348958335,2876.999918619792,2868.600016276042,2867.2000325520835,2864.400065104167,20.66202981200578,6.726279283677547,8.0,60.6941955829118,21.199951171875,-0.13292460083676993,-1,-0.0007416013327334215,-1.0,0.0013917884481559062,0
2024-05-21 09:15:00,2865.64990234375,2869.64990234375,2853.300048828125,2861.10009765625,846203,-0.003101011269599274,2841.3843343457447,2823.408753967285,2843.735626220703,2868.3642926897323,2861.3500162760415,2869.399983723958,2877.6998697916665,2885.749837239583,2853.050130208333,2845.0001627604165,2836.700276692708,19.878379669922804,7.723646472497293,5.400146484375,51.59585787247829,21.199951171875,0.0,0,-0.0007416013327334215,-1.0,0.003101011269599274,0
2024-05-21 09:30:00,2861.14990234375,2869.050048828125,2858.0,2863.14990234375,212763,0.0007164393476408737,2841.93769845559,2823.8334411621095,2843.973748779297,2867.528564453125,2863.3999837239585,2868.799967447917,2874.4500325520835,2879.850016276042,2857.749918619792,2852.3499348958335,2846.699869791667,19.15070453798861,8.056286708060064,-2.0,53.33107803760141,21.199951171875,0.0,0,-0.00013581841336365307,-1.0,-0.0007164393476408737,0
2024-05-21 09:45:00,2863.10009765625,2867.25,2860.5,2861.0,179522,-0.0007508871058375943,2842.427591182589,2824.2159408569337,2844.1818725585936,2866.714285714286,2862.9166666666665,2865.333333333333,2869.6666666666665,2872.083333333333,2858.583333333333,2856.1666666666665,2851.833333333333,18.47500620119257,7.925658037254058,-3.050048828125,51.25566350730703,21.199951171875,0.0,0,2.111444498165138e-05,-1.0,0.0007508871058375943,0
