Datetime,Open,High,Low,Close,Volume,returns,sma7,sma80,sma160,rsi,atr,Donchian_High,Donchian_Low,ADX,MOM,slope7,slope80,slope160,predict,predict1,predict2,predict3,predict4,predict5,predict6,predict7,position_reg,position_tree,position_rf,position_gb,position_svr,position_knn,position_mlp,position_br,strategy_reg,strategy_tree,strategy_rf,strategy_gb,strategy_svr,strategy_knn,strategy_mlp,strategy_br
2024-04-30 11:30:00,2957.25,2959.699951171875,2955.89990234375,2956.75,111299,-0.00043949521024500005,2958.6071428571427,2923.526876831055,2929.6553115844727,67.23469733770777,7.20633027762931,2964.0,2953.050048828125,37.50685314985458,29.14990234375,-2.9571358816964284,-0.2587493896484375,-0.12937469482421876,-0.0018051714525593502,-0.00043949521024500005,-0.0005886908721137263,-0.0006204233507804386,-0.008504274247606303,-7.050308629976687e-05,2.707724041303476,-0.0017998771926108817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,,,,,,,,
2024-04-30 11:45:00,2956.75,2961.0,2954.89990234375,2961.0,109565,0.0014373890251120347,2959.464285714286,2924.104376220703,2929.7981246948243,72.97962882174983,7.048297046003695,2964.0,2953.050048828125,38.88754788133887,34.35009765625,-0.4928501674107143,-0.0431243896484375,-0.02156219482421875,0.0008807620322168566,0.0014373890251120347,0.001241864342100255,0.0010853798555672104,-0.008504274247606303,6.131424208344338e-05,1.539873832051666,0.0008763089297801848,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,-0.0014373890251120347,-0.0014373890251120347,-0.0014373890251120347,-0.0014373890251120347,-0.0014373890251120347,-0.0014373890251120347,0.0014373890251120347,-0.0014373890251120347
2024-04-30 12:00:00,2961.0,2961.14990234375,2956.10009765625,2956.949951171875,91685,-0.0013677976454322671,2958.8857073102677,2924.7912506103517,2929.9125,61.074164846595345,6.7627981376460236,2961.14990234375,2953.050048828125,40.18274448173492,29.0,-0.8571428571428571,-0.075,-0.0375,-0.000518802623198538,-0.0013677976454322671,-0.0007659422787839054,-0.00014127740413581293,-0.008504274247606303,-0.0001551411347298748,1.6076566848023905,-0.0005192672929231249,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.0013677976454322671,-0.0013677976454322671,-0.0013677976454322671,-0.0013677976454322671,0.0013677976454322671,-0.0013677976454322671,-0.0013677976454322671,-0.0013677976454322671
2024-04-30 12:15:00,2956.949951171875,2959.199951171875,2955.449951171875,2958.0,82173,0.00035511214104544386,2958.1285574776784,2925.35625,2930.0115631103517,62.90462574910808,6.332398403696592,2961.14990234375,2954.89990234375,41.166797618880985,24.35009765625,0.5785784040178571,0.0506256103515625,0.02531280517578125,0.0009724353704001925,0.00035511214104544386,0.0006041865435652949,0.001088462944976788,-0.008504274247606303,-0.0001551411347298748,1.2361645346319794,0.000965123390759682,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.00035511214104544386,-0.00035511214104544386,-0.00035511214104544386,-0.00035511214104544386,-0.00035511214104544386,-0.00035511214104544386,0.00035511214104544386,-0.00035511214104544386
2024-04-30 12:30:00,2957.949951171875,2961.0,2957.199951171875,2961.0,117053,0.0010141987829614951,2958.6071428571427,2925.992498779297,2930.0984375,67.93111669887854,5.970634178614936,2961.14990234375,2954.89990234375,42.261201716497155,33.5,0.7571498325892857,0.0662506103515625,0.03312530517578125,0.0018930401945733166,0.0010141987829614951,0.0011046282764597347,0.00145192690435775,-0.008504274247606303,6.131424208344338e-05,0.6244140973202948,0.0018837559048690369,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0010141987829614951,0.0010141987829614951,0.0010141987829614951,0.0010141987829614951,-0.0010141987829614951,-0.0010141987829614951,0.0010141987829614951,0.0010141987829614951
2024-04-30 12:45:00,2961.0,2961.300048828125,2958.550048828125,2960.0,128709,-0.00033772374197904576,2958.8214285714284,2926.621875,2930.1828125,64.53066341488535,5.510543581669944,2961.300048828125,2954.89990234375,43.30778071810185,26.89990234375,-0.4785853794642857,-0.041876220703125,-0.0209381103515625,0.0005738988320459931,-0.00033772374197904576,-0.00013644953047734388,0.0005343114814089932,-0.008504274247606303,-0.0001551411347298748,1.1103977008289523,0.0005707370661047575,1.0,-1.0,-1.0,1.0,-1.0,-1.0,1.0,1.0,-0.00033772374197904576,-0.00033772374197904576,-0.00033772374197904576,-0.00033772374197904576,0.00033772374197904576,-0.00033772374197904576,-0.00033772374197904576,-0.00033772374197904576
2024-04-30 13:00:00,2960.0,2960.0,2951.300048828125,2954.10009765625,104248,-0.0019932102512668637,2958.257149832589,2927.190625,2930.1912506103517,47.994035909146774,5.966173237413524,2961.300048828125,2951.300048828125,42.0088381896084,16.75,-0.21428571428571427,-0.01875,-0.009375,-0.0009602374775153611,-0.0019932102512668637,-0.0017017050221749307,-0.0013262653985654342,-0.008504274247606303,-0.00036714434046547506,2.021757682066135,-0.0009598630501251432,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-0.0019932102512668637,0.0019932102512668637,0.0019932102512668637,-0.0019932102512668637,0.0019932102512668637,0.0019932102512668637,-0.0019932102512668637,-0.0019932102512668637
2024-04-30 13:15:00,2954.10009765625,2959.949951171875,2952.60009765625,2958.85009765625,109261,0.0016079346816204598,2958.5571637834823,2927.9068756103516,2930.2050018310547,58.083374604484526,6.163841848586592,2961.300048828125,2951.300048828125,40.802677270293046,5.550048828125,0.5642787388392857,0.0493743896484375,0.02468719482421875,0.0006273975921359692,0.0016079346816204598,0.0011591806391638437,0.00048502930169721836,-0.008504274247606303,-0.00012400038577073947,1.5056049325227552,0.0006254786640871751,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-0.0016079346816204598,-0.0016079346816204598,-0.0016079346816204598,-0.0016079346816204598,-0.0016079346816204598,-0.0016079346816204598,0.0016079346816204598,-0.0016079346816204598
2024-04-30 13:30:00,2958.85009765625,2960.0,2956.5,2959.60009765625,129530,0.0002534768491968542,2958.357177734375,2928.577502441406,2930.233752441406,59.52968200967372,5.783293013074221,2961.300048828125,2951.300048828125,39.69133203700577,4.60009765625,-0.30001395089285715,-0.026251220703125,-0.0131256103515625,0.0002638028332454961,0.0002534768491968542,0.0002962581424676014,8.101490471471842e-05,-0.008504274247606303,0.0006361849472021897,1.659796154548798,0.0002648796484099069,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.0002534768491968542,0.0002534768491968542,0.0002534768491968542,0.0002534768491968542,-0.0002534768491968542,-0.0002534768491968542,0.0002534768491968542,0.0002534768491968542
2024-04-30 13:45:00,2959.5,2960.0,2957.800048828125,2958.550048828125,102803,-0.00035479415916916945,2958.585763113839,2929.2112518310546,2930.225315856934,56.353605009217766,5.271387035760047,2961.300048828125,2951.300048828125,38.65936860609616,-2.449951171875,0.19998604910714285,0.017498779296875,0.0087493896484375,0.00015821108414859836,-0.00035479415916916945,-0.0001785498590633372,0.00040998786721987366,-0.008504274247606303,1.0618508883086797e-05,1.905433975785667,0.0001590991299522137,1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,1.0,-0.00035479415916916945,-0.00035479415916916945,-0.00035479415916916945,-0.00035479415916916945,0.00035479415916916945,-0.00035479415916916945,-0.00035479415916916945,-0.00035479415916916945
