Datetime,Open,High,Low,Close,Volume,returns,sma160,sma80,sma7,ADX,Momentum,rsi,Donchian,DonchianChange,Trend_prediction,predict,position_gb,strategy_gb,Signal
2024-04-30 10:15:00,399.364990234375,399.69000244140625,398.7099914550781,398.7900085449219,873318,-0.0014272256298759611,403.358708190918,401.9432083129883,400.35714285714283,31.468287042508514,-2.239990234375,33.713411348026604,3.720001220703125,0.0,1,1.0,,,0
2024-04-30 10:30:00,398.7900085449219,399.3800048828125,398.7799987792969,399.3581848144531,523425,0.0014247505136961713,403.3482437133789,402.0141857147217,400.1211678641183,32.03563435348076,-2.06182861328125,38.0562314608425,3.720001220703125,0.0,1,1.0,1.0,0.0014247505136961713,0
2024-04-30 10:45:00,399.3599853515625,399.67999267578125,398.8500061035156,399.05169677734375,499915,-0.0007674514978371905,403.34519176483155,402.0760192871094,399.8156956263951,32.12633433833039,-2.983306884765625,36.66094015089579,3.720001220703125,0.0,1,1.0,1.0,-0.0007674514978371905,0
2024-04-30 11:00:00,399.0,399.0398864746094,396.8399963378906,396.95001220703125,975102,-0.005266697491290606,403.32744178771975,402.12500686645507,399.06427001953125,33.354532861004415,-4.699981689453125,28.84971256335466,5.44000244140625,0.462365767820373,2,2.0,1.0,-0.005266697491290606,0
2024-04-30 11:15:00,396.9200134277344,397.4100036621094,396.6600036621094,396.79998779296875,777730,-0.00037794283776027005,403.32141036987304,402.2011318206787,398.56998116629467,34.576934756215046,-4.310302734375,28.38479016617236,5.6199951171875,0.03308687408138766,2,2.0,1.0,-0.00037794283776027005,0
2024-04-30 11:30:00,396.7799987792969,397.19000244140625,396.4200134277344,396.7200012207031,818769,-0.00020157906937068315,403.3127965927124,402.25038185119627,398.1471252441406,35.823385932670014,-4.05999755859375,28.124555899997606,5.8599853515625,0.04270292578031665,2,2.0,1.0,-0.00020157906937068315,0
2024-04-30 11:45:00,396.7200012207031,397.5820007324219,396.400390625,397.3399963378906,1279274,0.0015628027709209125,403.31542148590086,402.31214179992674,397.85855538504467,36.411097549106465,-3.654998779296875,33.234178859720345,5.879608154296875,0.0033486095198416166,2,2.0,1.0,0.0015628027709209125,0
2024-04-30 12:00:00,397.364990234375,397.4800109863281,396.7200012207031,397.364990234375,563881,6.290304704981153e-05,403.3182651519775,402.37489166259763,397.6549813406808,36.956829764368884,-3.035003662109375,33.439604471272894,5.879608154296875,0.0,1,1.0,1.0,6.290304704981153e-05,0
2024-04-30 12:15:00,397.32501220703125,397.54998779296875,396.840087890625,396.9100036621094,308865,-0.0011450092067679662,403.31151523590086,402.4221466064453,397.3052411760603,37.35302181062893,-4.100006103515625,31.537324080100937,5.879608154296875,0.0,1,1.0,1.0,-0.0011450092067679662,0
2024-04-30 12:30:00,396.92999267578125,396.92999267578125,394.8299865722656,395.0,646777,-0.0048121832266423414,403.2922653198242,402.44064674377444,396.72642735072543,38.745468121431884,-6.19000244140625,25.085807849647317,7.45001220703125,0.267093318384952,2,2.0,1.0,-0.0048121832266423414,0
