Datetime,Open,High,Low,Close,Volume,returns,dema160,sma160,sma80,sma7,pp,r1,r2,r3,s1,s2,s3,ADX,ATR,Momentum,rsi,Donchian,DonchianChange,Trend_prediction,predict,position_gb,strategy_gb,Signal
2024-05-15 11:00:00,93.97899627685547,94.47700500488281,93.85399627685547,94.47596740722656,2151268,0.005362951565376806,91.40076191803428,90.29191627502442,90.59036502838134,93.46820613316127,94.26898956298828,94.6839828491211,94.89199829101562,95.30699157714844,94.06097412109375,93.64598083496094,93.4379653930664,44.526703233226115,0.5463009613006311,3.0684814453125,86.43065835273369,3.9680023193359375,0.14417522076390688,1,0.00046014225787158745,,,0
2024-05-15 11:15:00,94.47798919677734,94.47798919677734,93.81999969482422,94.05101013183594,1528599,-0.0044980462974134605,91.48193337740557,90.31888508796692,90.64332761764527,93.64525604248047,94.1163330078125,94.41266632080078,94.77432250976562,95.0706558227539,93.75467681884766,93.45834350585938,93.09668731689453,46.90453437805072,0.5574698153658805,2.701934814453125,76.78889757920376,3.8669891357421875,-0.025456936630686045,-1,0.006430593107578075,1.0,-0.0044980462974134605,0
2024-05-15 11:30:00,94.06956481933594,94.48600006103516,94.02999877929688,94.40499877929688,1428417,0.003763794210872806,91.57023725093511,90.34702882766723,90.70027132034302,93.87989916120257,94.30699920654297,94.58399963378906,94.76300048828125,95.04000091552734,94.12799835205078,93.85099792480469,93.6719970703125,49.116953493394426,0.5473229620031206,2.8909988403320312,78.90039963731427,3.875,0.0020716024732960747,1,0.0014759006218619587,1.0,0.003763794210872806,0
2024-05-15 11:45:00,94.370849609375,94.48699951171875,94.27799987792969,94.35554504394531,1001829,-0.0005238465758278243,91.65557727956782,90.37070722579956,90.75609178543091,94.06495775495257,94.37351481119792,94.46902974446616,94.58251444498698,94.67802937825522,94.26003011067709,94.16451517740886,94.05103047688803,51.17193640275404,0.5134906291817147,2.7893295288085938,77.83511476277336,3.8759994506835938,0.0002579227570564946,1,0.001977699856050008,1.0,-0.0005238465758278243,0
2024-05-15 12:00:00,94.3694839477539,94.61299896240234,94.1860122680664,94.5610122680664,1218483,0.002177585048397601,91.74429994298198,90.39630079269409,90.82079458236694,94.23292868477958,94.45334116617839,94.72067006429037,94.88032786051433,95.14765675862631,94.29368336995444,94.02635447184245,93.8666966756185,53.156802029461915,0.504840235697137,3.0386581420898438,79.09783177892416,3.8639984130859375,-0.003096243369059226,-1,3.26812699616541e-05,1.0,0.002177585048397601,0
2024-05-15 12:15:00,94.58499908447266,94.67500305175781,94.38568878173828,94.61399841308594,1025887,0.0005603381747789626,91.83257491832576,90.42246952056885,90.88339757919312,94.34779030936105,94.55823008219402,94.73077138264975,94.84754435221355,95.02008565266928,94.44145711263022,94.26891581217448,94.15214284261069,55.037579902976674,0.48328763912937645,3.2239913940429688,79.42338273793081,3.8600006103515625,-0.0010346284617601675,-1,0.0009119216455566459,1.0,0.0005603381747789626,0
2024-05-15 12:30:00,94.61399841308594,94.68699645996094,94.29000854492188,94.37449645996094,952146,-0.002531358542520623,91.91318616386587,90.44466629028321,90.94221639633179,94.40528978620257,94.45050048828125,94.61099243164062,94.84748840332031,95.00798034667969,94.21400451660156,94.05351257324219,93.8170166015625,56.2710941376431,0.4746576667203451,2.92449951171875,73.82619894321999,3.4105224609375,-0.11644509801596248,-1,-0.00011088066652114037,1.0,-0.002531358542520623,0
2024-05-15 12:45:00,94.37199401855469,94.65999603271484,94.35499572753906,94.50300598144531,851706,0.0013616975592436464,91.99535985444238,90.4663504600525,91.00136642456054,94.40915243966239,94.50599924723308,94.65700276692709,94.81099955240886,94.96200307210287,94.35200246175131,94.2009989420573,94.04700215657553,57.416500212690494,0.4576919305658887,3.1280059814453125,74.85035010482407,3.409912109375,-0.0001789613085650954,-1,-0.00023286963664337357,-1.0,-0.0013616975592436464,0
2024-05-15 13:00:00,94.5250015258789,94.58753967285156,94.36201477050781,94.5155029296875,745352,0.00013223863211964115,92.07620016549706,90.48660984039307,91.063343334198,94.47550855364118,94.4883524576823,94.61469014485678,94.71387736002605,94.84021504720053,94.38916524251303,94.26282755533855,94.16364034016928,58.48009156809165,0.4344752277436748,1.7038421630859375,74.95298771743394,3.4079971313476562,-0.0005615916087921002,-1,0.0003700697885731685,-1.0,-0.00013223863211964115,0
2024-05-15 13:15:00,94.5155029296875,94.55599975585938,94.05999755859375,94.54399871826172,973664,0.00030149327561024286,92.15612449015725,90.50627861022949,91.12168083190917,94.49536568777901,94.38666534423828,94.71333312988281,94.8826675415039,95.20933532714844,94.21733093261719,93.89066314697266,93.72132873535156,57.79093116443406,0.44062792469586987,1.7815017700195312,75.20150767333922,3.4079971313476562,0.0,0,0.0003700697885731685,1.0,0.00030149327561024286,0
